,Cancelled,CarrierDel,CarrierID,Delays,DepState,LateAircraftDel,Month,NASDel,NumFlights,SecurityDel,WeatherDel,Year
4100,300.0,1509.0,,3259.0,PA,2036.0,9,3123.0,14308,8.0,192.0,2006
4101,37.0,121.0,,234.0,PR,116.0,9,156.0,1867,5.0,5.0,2006
4102,21.0,108.0,,314.0,RI,175.0,9,337.0,2165,0.0,13.0,2006
4103,112.0,215.0,,692.0,SC,307.0,9,505.0,3580,2.0,28.0,2006
4104,20.0,72.0,,163.0,SD,57.0,9,57.0,1004,1.0,20.0,2006
4105,238.0,776.0,,1696.0,TN,900.0,9,1506.0,10560,12.0,125.0,2006
4106,1051.0,4333.0,,9527.0,TX,5006.0,9,6594.0,65893,120.0,1542.0,2006
4107,57.0,1053.0,,1357.0,UT,452.0,9,559.0,12085,4.0,56.0,2006
4108,490.0,1683.0,,3821.0,VA,1697.0,9,3054.0,19622,16.0,323.0,2006
4109,3.0,6.0,,24.0,VI,10.0,9,9.0,152,1.0,3.0,2006
4110,9.0,54.0,,121.0,VT,26.0,9,102.0,564,0.0,2.0,2006
4111,60.0,993.0,,1598.0,WA,700.0,9,1315.0,10446,14.0,16.0,2006
4112,132.0,235.0,,802.0,WI,369.0,9,684.0,4287,4.0,59.0,2006
4113,20.0,38.0,,94.0,WV,11.0,9,87.0,411,0.0,19.0,2006
4114,10.0,41.0,,93.0,WY,43.0,9,25.0,737,1.0,13.0,2006
4115,48.0,173.0,,520.0,AK,298.0,10,238.0,3192,10.0,30.0,2006
4116,96.0,280.0,,731.0,AL,327.0,10,677.0,3275,2.0,83.0,2006
4117,67.0,187.0,,593.0,AR,362.0,10,419.0,2549,3.0,48.0,2006
4118,190.0,2195.0,,3950.0,AZ,1815.0,10,1807.0,20843,43.0,114.0,2006
4119,1065.0,6015.0,,12574.0,CA,6896.0,10,5499.0,73815,120.0,336.0,2006
4120,422.0,1921.0,,3933.0,CO,2276.0,10,2076.0,22849,6.0,271.0,2006
4121,37.0,229.0,,452.0,CT,260.0,10,570.0,2811,7.0,17.0,2006
4122,3.0,10.0,,16.0,DE,4.0,10,30.0,57,0.0,3.0,2006
4123,235.0,2278.0,,5972.0,FL,3138.0,10,5937.0,36043,25.0,247.0,2006
4124,767.0,6923.0,,12289.0,GA,6531.0,10,11591.0,36789,10.0,1448.0,2006
4125,162.0,511.0,,787.0,HI,388.0,10,270.0,11652,0.0,8.0,2006
4126,75.0,144.0,,412.0,IA,226.0,10,330.0,2083,0.0,28.0,2006
4127,24.0,119.0,,214.0,ID,110.0,10,65.0,2304,4.0,4.0,2006
4128,1686.0,5501.0,,12149.0,IL,7705.0,10,6887.0,42630,8.0,782.0,2006
4129,99.0,246.0,,665.0,IN,445.0,10,706.0,3763,1.0,21.0,2006
4130,44.0,61.0,,226.0,KS,96.0,10,173.0,1125,0.0,12.0,2006
4131,187.0,1711.0,,2465.0,KY,628.0,10,2641.0,12719,6.0,285.0,2006
4132,162.0,367.0,,1066.0,LA,600.0,10,984.0,5573,2.0,98.0,2006
4133,211.0,952.0,,2285.0,MA,1257.0,10,2404.0,11424,8.0,230.0,2006
4134,95.0,915.0,,1657.0,MD,989.0,10,1442.0,9442,9.0,64.0,2006
4135,25.0,139.0,,330.0,ME,82.0,10,270.0,1040,21.0,46.0,2006
4136,481.0,2545.0,,3465.0,MI,1775.0,10,4378.0,15186,7.0,409.0,2006
4137,185.0,1558.0,,2080.0,MN,842.0,10,2381.0,11059,2.0,171.0,2006
4138,147.0,873.0,,2123.0,MO,1387.0,10,1543.0,11137,14.0,89.0,2006
4139,61.0,129.0,,354.0,MS,203.0,10,370.0,1777,3.0,32.0,2006
4140,37.0,118.0,,206.0,MT,100.0,10,58.0,1846,4.0,12.0,2006
4141,250.0,2008.0,,3877.0,NC,2011.0,10,3641.0,17715,6.0,166.0,2006
4142,24.0,65.0,,97.0,ND,42.0,10,83.0,844,0.0,2.0,2006
4143,44.0,151.0,,400.0,NE,208.0,10,251.0,2213,1.0,18.0,2006
4144,23.0,139.0,,295.0,NH,151.0,10,326.0,1847,2.0,19.0,2006
4145,366.0,1780.0,,3274.0,NJ,2107.0,10,3556.0,13498,43.0,279.0,2006
4146,14.0,288.0,,607.0,NM,396.0,10,246.0,3131,1.0,9.0,2006
4147,171.0,1885.0,,4178.0,NV,2692.0,10,2396.0,18308,96.0,189.0,2006
4148,776.0,3313.0,,6694.0,NY,3500.0,10,8596.0,29385,19.0,853.0,2006
4149,232.0,876.0,,2444.0,OH,1289.0,10,2270.0,12937,7.0,181.0,2006
4150,72.0,276.0,,764.0,OK,447.0,10,422.0,3974,8.0,48.0,2006
4151,56.0,362.0,,819.0,OR,404.0,10,325.0,6421,12.0,22.0,2006
4152,266.0,1675.0,,3332.0,PA,1989.0,10,3440.0,14861,11.0,183.0,2006
4153,16.0,83.0,,193.0,PR,115.0,10,200.0,1811,7.0,9.0,2006
4154,34.0,126.0,,363.0,RI,197.0,10,435.0,2288,7.0,16.0,2006
4155,129.0,345.0,,888.0,SC,412.0,10,760.0,3872,9.0,38.0,2006
4156,24.0,94.0,,228.0,SD,90.0,10,82.0,952,7.0,11.0,2006
4157,195.0,1136.0,,2186.0,TN,1195.0,10,2081.0,11059,22.0,128.0,2006
4158,1314.0,5699.0,,13739.0,TX,7665.0,10,8520.0,69655,64.0,2898.0,2006
4159,98.0,1196.0,,1452.0,UT,483.0,10,486.0,12291,7.0,41.0,2006
4160,377.0,1992.0,,4397.0,VA,2100.0,10,4211.0,20909,38.0,286.0,2006
4161,1.0,8.0,,15.0,VI,11.0,10,14.0,148,0.0,0.0,2006
4162,13.0,63.0,,125.0,VT,45.0,10,109.0,586,3.0,2.0,2006
4163,90.0,901.0,,1653.0,WA,728.0,10,1093.0,10506,10.0,26.0,2006
4164,180.0,310.0,,933.0,WI,466.0,10,785.0,4496,5.0,50.0,2006
4165,8.0,42.0,,76.0,WV,7.0,10,85.0,413,0.0,7.0,2006
4166,15.0,51.0,,110.0,WY,53.0,10,3.0,615,5.0,11.0,2006
4167,114.0,249.0,,739.0,AK,416.0,11,315.0,2907,14.0,76.0,2006
4168,56.0,204.0,,518.0,AL,213.0,11,435.0,3096,2.0,46.0,2006
4169,74.0,151.0,,427.0,AR,220.0,11,279.0,2445,3.0,44.0,2006
4170,163.0,1984.0,,3073.0,AZ,1313.0,11,1793.0,19990,53.0,48.0,2006
4171,1295.0,5987.0,,12393.0,CA,6602.0,11,6412.0,70384,80.0,413.0,2006
4172,317.0,1751.0,,3207.0,CO,1756.0,11,1967.0,21333,14.0,216.0,2006
4173,27.0,170.0,,421.0,CT,230.0,11,380.0,2647,3.0,19.0,2006
4174,1.0,10.0,,20.0,DE,2.0,11,23.0,56,1.0,2.0,2006
4175,200.0,2279.0,,6396.0,FL,3197.0,11,4788.0,36946,23.0,246.0,2006
4176,474.0,5017.0,,9079.0,GA,3769.0,11,7253.0,35755,14.0,785.0,2006
4177,68.0,359.0,,655.0,HI,370.0,11,178.0,11372,4.0,7.0,2006
4178,43.0,144.0,,334.0,IA,146.0,11,294.0,2028,0.0,26.0,2006
4179,28.0,90.0,,243.0,ID,119.0,11,88.0,2164,2.0,13.0,2006
4180,1009.0,3942.0,,9229.0,IL,5612.0,11,5191.0,40447,10.0,547.0,2006
4181,54.0,186.0,,542.0,IN,312.0,11,539.0,3775,3.0,11.0,2006
4182,56.0,52.0,,155.0,KS,65.0,11,117.0,1084,0.0,16.0,2006
4183,163.0,1181.0,,1815.0,KY,403.0,11,1914.0,11620,3.0,158.0,2006
4184,92.0,332.0,,849.0,LA,462.0,11,697.0,5453,4.0,81.0,2006
4185,256.0,835.0,,2280.0,MA,1152.0,11,1817.0,11014,3.0,268.0,2006
4186,73.0,712.0,,1639.0,MD,858.0,11,747.0,8897,10.0,106.0,2006
4187,36.0,72.0,,235.0,ME,61.0,11,191.0,944,2.0,23.0,2006
4188,195.0,2435.0,,3042.0,MI,1408.0,11,3649.0,14042,6.0,323.0,2006
4189,85.0,1650.0,,1900.0,MN,644.0,11,2647.0,10815,8.0,215.0,2006
4190,315.0,599.0,,1487.0,MO,863.0,11,1091.0,10628,7.0,98.0,2006
4191,26.0,93.0,,262.0,MS,157.0,11,236.0,1719,3.0,24.0,2006
4192,17.0,99.0,,174.0,MT,89.0,11,49.0,1646,3.0,18.0,2006
4193,219.0,1740.0,,3743.0,NC,1796.0,11,2877.0,16931,5.0,200.0,2006
4194,17.0,46.0,,80.0,ND,37.0,11,52.0,801,0.0,3.0,2006
4195,35.0,98.0,,269.0,NE,125.0,11,218.0,2185,0.0,10.0,2006
4196,18.0,108.0,,314.0,NH,166.0,11,208.0,1742,3.0,17.0,2006
4197,351.0,1527.0,,3283.0,NJ,2023.0,11,2423.0,13028,16.0,255.0,2006
4198,13.0,154.0,,381.0,NM,241.0,11,178.0,2990,0.0,6.0,2006
4199,129.0,1831.0,,3230.0,NV,2044.0,11,2200.0,17334,65.0,63.0,2006
4200,679.0,3020.0,,6582.0,NY,3536.0,11,6271.0,28421,20.0,755.0,2006
4201,165.0,635.0,,1994.0,OH,898.0,11,1584.0,12383,18.0,106.0,2006
4202,138.0,174.0,,488.0,OK,259.0,11,317.0,3861,4.0,48.0,2006
4203,70.0,506.0,,1047.0,OR,481.0,11,401.0,6045,5.0,23.0,2006
4204,238.0,1356.0,,3295.0,PA,1906.0,11,2414.0,14206,10.0,161.0,2006
4205,5.0,132.0,,278.0,PR,138.0,11,181.0,1925,10.0,4.0,2006
4206,33.0,104.0,,406.0,RI,207.0,11,264.0,2176,0.0,19.0,2006
4207,81.0,255.0,,703.0,SC,261.0,11,456.0,3530,2.0,44.0,2006
4208,21.0,73.0,,143.0,SD,50.0,11,59.0,907,3.0,9.0,2006
4209,133.0,950.0,,1864.0,TN,868.0,11,1569.0,10455,2.0,98.0,2006
4210,1271.0,4721.0,,9997.0,TX,5272.0,11,7590.0,66358,73.0,1701.0,2006
4211,92.0,1173.0,,1343.0,UT,427.0,11,560.0,11693,7.0,62.0,2006
4212,370.0,1727.0,,4120.0,VA,1762.0,11,2801.0,20463,15.0,322.0,2006
4213,1.0,20.0,,32.0,VI,17.0,11,16.0,200,0.0,2.0,2006
4214,14.0,31.0,,112.0,VT,46.0,11,100.0,507,2.0,1.0,2006
4215,124.0,1166.0,,2277.0,WA,1030.0,11,1263.0,9697,16.0,199.0,2006
4216,90.0,212.0,,640.0,WI,325.0,11,542.0,4200,0.0,38.0,2006
4217,5.0,22.0,,50.0,WV,13.0,11,30.0,371,0.0,2.0,2006
4218,9.0,35.0,,56.0,WY,24.0,11,3.0,581,0.0,11.0,2006
4219,110.0,452.0,,968.0,AK,630.0,12,631.0,3071,24.0,57.0,2006
4220,90.0,240.0,,637.0,AL,302.0,12,411.0,3043,7.0,69.0,2006
4221,99.0,239.0,,643.0,AR,386.0,12,416.0,2499,4.0,55.0,2006
4222,330.0,3238.0,,4940.0,AZ,2330.0,12,2332.0,20819,79.0,223.0,2006
4223,1524.0,9355.0,,16617.0,CA,9256.0,12,8518.0,72901,230.0,530.0,2006
4224,2542.0,2914.0,,5655.0,CO,3165.0,12,2895.0,23269,28.0,764.0,2006
4225,61.0,205.0,,454.0,CT,252.0,12,466.0,2707,5.0,23.0,2006
4226,4.0,8.0,,14.0,DE,2.0,12,11.0,56,2.0,0.0,2006
4227,458.0,3755.0,,9013.0,FL,5107.0,12,5084.0,40268,32.0,347.0,2006
4228,605.0,4572.0,,8471.0,GA,2990.0,12,4795.0,34684,12.0,532.0,2006
4229,72.0,419.0,,718.0,HI,396.0,12,266.0,11903,4.0,7.0,2006
4230,127.0,138.0,,470.0,IA,273.0,12,370.0,2091,0.0,34.0,2006
4231,57.0,204.0,,457.0,ID,238.0,12,134.0,2302,4.0,48.0,2006
4232,2529.0,5991.0,,13733.0,IL,8755.0,12,6679.0,41602,11.0,1129.0,2006
4233,102.0,246.0,,735.0,IN,438.0,12,660.0,3745,3.0,31.0,2006
4234,74.0,90.0,,244.0,KS,120.0,12,160.0,1082,0.0,20.0,2006
4235,467.0,1492.0,,2724.0,KY,581.0,12,1674.0,11923,9.0,229.0,2006
4236,194.0,434.0,,1186.0,LA,716.0,12,783.0,5536,12.0,140.0,2006
4237,280.0,970.0,,2091.0,MA,945.0,12,2030.0,11050,8.0,168.0,2006
4238,148.0,992.0,,1762.0,MD,969.0,12,872.0,8916,10.0,48.0,2006
4239,30.0,83.0,,219.0,ME,58.0,12,178.0,921,1.0,7.0,2006
4240,387.0,2744.0,,3570.0,MI,1506.0,12,3739.0,14553,7.0,318.0,2006
4241,227.0,2271.0,,2827.0,MN,1080.0,12,2932.0,11149,5.0,294.0,2006
4242,321.0,974.0,,2365.0,MO,1399.0,12,1342.0,10844,9.0,160.0,2006
4243,68.0,115.0,,330.0,MS,220.0,12,193.0,1671,3.0,23.0,2006
4244,81.0,174.0,,363.0,MT,204.0,12,63.0,1664,9.0,33.0,2006
4245,313.0,2109.0,,4311.0,NC,2028.0,12,2723.0,17371,18.0,189.0,2006
4246,46.0,99.0,,160.0,ND,83.0,12,83.0,809,1.0,10.0,2006
4247,101.0,184.0,,539.0,NE,278.0,12,340.0,2260,3.0,40.0,2006
4248,20.0,128.0,,318.0,NH,149.0,12,250.0,1725,5.0,15.0,2006
4249,432.0,2167.0,,3867.0,NJ,2337.0,12,3204.0,13584,75.0,164.0,2006
4250,227.0,345.0,,637.0,NM,409.0,12,316.0,3110,3.0,78.0,2006
4251,293.0,2920.0,,4742.0,NV,3016.0,12,2583.0,17821,76.0,96.0,2006
4252,840.0,3735.0,,7562.0,NY,4063.0,12,6443.0,29141,61.0,612.0,2006
4253,341.0,907.0,,2413.0,OH,1229.0,12,2127.0,12462,8.0,140.0,2006
4254,150.0,326.0,,907.0,OK,507.0,12,501.0,4000,2.0,91.0,2006
4255,186.0,780.0,,1391.0,OR,696.0,12,541.0,6242,20.0,49.0,2006
4256,449.0,1634.0,,3411.0,PA,1905.0,12,2442.0,14310,25.0,161.0,2006
4257,18.0,175.0,,384.0,PR,245.0,12,265.0,2290,3.0,0.0,2006
4258,48.0,116.0,,370.0,RI,185.0,12,327.0,2184,1.0,7.0,2006
4259,109.0,241.0,,806.0,SC,316.0,12,505.0,3536,14.0,32.0,2006
4260,55.0,81.0,,207.0,SD,91.0,12,93.0,889,11.0,8.0,2006
4261,234.0,1321.0,,2388.0,TN,1238.0,12,1698.0,10531,11.0,103.0,2006
4262,1870.0,7828.0,,16495.0,TX,8956.0,12,7831.0,68853,150.0,2798.0,2006
4263,194.0,2279.0,,2688.0,UT,896.0,12,907.0,12452,16.0,157.0,2006
4264,564.0,2271.0,,4460.0,VA,1936.0,12,2873.0,20549,33.0,251.0,2006
4265,2.0,26.0,,57.0,VI,43.0,12,34.0,311,0.0,0.0,2006
4266,14.0,55.0,,160.0,VT,67.0,12,153.0,510,11.0,2.0,2006
4267,221.0,1796.0,,2842.0,WA,1397.0,12,1675.0,10244,45.0,129.0,2006
4268,312.0,305.0,,936.0,WI,494.0,12,745.0,4298,1.0,57.0,2006
4269,14.0,41.0,,68.0,WV,11.0,12,48.0,366,0.0,8.0,2006
4270,54.0,95.0,,191.0,WY,92.0,12,33.0,641,4.0,20.0,2006
4271,162.0,316.0,,857.0,AK,557.0,1,463.0,3064,13.0,59.0,2007
4272,97.0,232.0,,632.0,AL,287.0,1,421.0,3452,5.0,68.0,2007
4273,147.0,186.0,,585.0,AR,350.0,1,397.0,2824,0.0,60.0,2007
4274,390.0,2790.0,,4555.0,AZ,2232.0,1,2300.0,20783,62.0,119.0,2007
4275,1364.0,6555.0,,12544.0,CA,6879.0,1,6039.0,72622,92.0,457.0,2007
4276,651.0,3532.0,,6892.0,CO,3995.0,1,3469.0,24333,12.0,747.0,2007
4277,37.0,167.0,,400.0,CT,215.0,1,462.0,2767,2.0,25.0,2007
4278,2.0,3.0,,7.0,DE,0.0,1,9.0,57,0.0,1.0,2007
4279,446.0,3367.0,,7862.0,FL,4073.0,1,5009.0,41471,47.0,295.0,2007
4280,820.0,4103.0,,7906.0,GA,2790.0,1,4912.0,34033,8.0,961.0,2007
4281,45.0,457.0,,690.0,HI,438.0,1,220.0,11420,1.0,1.0,2007
4282,99.0,196.0,,551.0,IA,299.0,1,432.0,2717,0.0,57.0,2007
4283,45.0,187.0,,441.0,ID,243.0,1,121.0,2322,3.0,66.0,2007
4284,1495.0,4872.0,,12265.0,IL,7595.0,1,6381.0,41921,7.0,2092.0,2007
4285,125.0,368.0,,919.0,IN,482.0,1,839.0,4888,1.0,59.0,2007
4286,74.0,97.0,,261.0,KS,116.0,1,216.0,1253,0.0,42.0,2007
4287,257.0,1570.0,,2520.0,KY,603.0,1,2287.0,12168,5.0,297.0,2007
4288,156.0,360.0,,1065.0,LA,610.0,1,637.0,5785,5.0,118.0,2007
4289,272.0,876.0,,1916.0,MA,938.0,1,2031.0,11458,1.0,195.0,2007
4290,114.0,706.0,,1323.0,MD,794.0,1,953.0,8860,4.0,74.0,2007
4291,39.0,89.0,,240.0,ME,55.0,1,210.0,972,1.0,31.0,2007
4292,326.0,2741.0,,3723.0,MI,1559.0,1,4995.0,18685,8.0,299.0,2007
4293,170.0,1661.0,,2286.0,MN,838.0,1,2559.0,13493,2.0,186.0,2007
4294,568.0,750.0,,2005.0,MO,1186.0,1,1420.0,11298,11.0,172.0,2007
4295,48.0,73.0,,272.0,MS,164.0,1,174.0,1873,1.0,30.0,2007
4296,40.0,174.0,,409.0,MT,230.0,1,62.0,1686,3.0,31.0,2007
4297,337.0,2012.0,,3798.0,NC,1990.0,1,3186.0,17832,4.0,222.0,2007
4298,16.0,90.0,,200.0,ND,104.0,1,99.0,983,1.0,8.0,2007
4299,52.0,165.0,,516.0,NE,275.0,1,354.0,2656,2.0,34.0,2007
4300,26.0,87.0,,267.0,NH,110.0,1,241.0,1698,0.0,27.0,2007
4301,323.0,1750.0,,3376.0,NJ,2035.0,1,2739.0,13173,37.0,220.0,2007
4302,74.0,251.0,,604.0,NM,370.0,1,268.0,3095,2.0,33.0,2007
4303,202.0,2009.0,,3884.0,NV,2390.0,1,2044.0,17522,34.0,102.0,2007
4304,826.0,3277.0,,6765.0,NY,3714.0,1,7157.0,29853,36.0,771.0,2007
4305,183.0,840.0,,2149.0,OH,1221.0,1,2701.0,12528,2.0,153.0,2007
4306,432.0,261.0,,860.0,OK,485.0,1,502.0,4308,1.0,133.0,2007
4307,86.0,533.0,,1108.0,OR,571.0,1,409.0,6025,8.0,79.0,2007
4308,308.0,1440.0,,2961.0,PA,1724.0,1,2926.0,14780,7.0,174.0,2007
4309,30.0,205.0,,377.0,PR,229.0,1,294.0,2338,14.0,0.0,2007
4310,26.0,112.0,,316.0,RI,162.0,1,295.0,2147,0.0,14.0,2007
4311,121.0,217.0,,697.0,SC,314.0,1,478.0,3730,3.0,44.0,2007
4312,17.0,101.0,,235.0,SD,116.0,1,62.0,982,5.0,6.0,2007
4313,284.0,1272.0,,2335.0,TN,1062.0,1,1729.0,13743,2.0,112.0,2007
4314,3321.0,6119.0,,14132.0,TX,7390.0,1,7491.0,67983,135.0,3076.0,2007
4315,243.0,2231.0,,3106.0,UT,1216.0,1,965.0,12559,10.0,347.0,2007
4316,502.0,1797.0,,3695.0,VA,1713.0,1,3280.0,20837,8.0,306.0,2007
4317,6.0,26.0,,44.0,VI,31.0,1,43.0,358,1.0,3.0,2007
4318,14.0,80.0,,180.0,VT,81.0,1,207.0,551,7.0,10.0,2007
4319,171.0,1314.0,,2341.0,WA,1029.0,1,1382.0,9957,7.0,172.0,2007
4320,157.0,298.0,,910.0,WI,482.0,1,739.0,4664,0.0,52.0,2007
4321,5.0,32.0,,55.0,WV,5.0,1,51.0,348,0.0,15.0,2007
4322,26.0,107.0,,222.0,WY,127.0,1,76.0,704,4.0,29.0,2007
4323,96.0,266.0,,653.0,AK,417.0,2,320.0,2770,9.0,39.0,2007
4324,124.0,248.0,,606.0,AL,335.0,2,437.0,3161,2.0,52.0,2007
4325,136.0,220.0,,586.0,AR,378.0,2,373.0,2601,1.0,39.0,2007
4326,346.0,2873.0,,4136.0,AZ,2173.0,2,2363.0,18760,63.0,88.0,2007
4327,1700.0,7117.0,,13840.0,CA,8261.0,2,6866.0,65697,110.0,349.0,2007
4328,853.0,2994.0,,5954.0,CO,3659.0,2,3002.0,22136,12.0,405.0,2007
4329,170.0,244.0,,505.0,CT,284.0,2,503.0,2504,2.0,59.0,2007
4330,5.0,5.0,,5.0,DE,1.0,2,8.0,52,0.0,1.0,2007
4331,965.0,4552.0,,9624.0,FL,5935.0,2,6837.0,38972,65.0,366.0,2007
4332,996.0,4973.0,,8207.0,GA,2834.0,2,5326.0,31366,5.0,400.0,2007
4333,62.0,418.0,,747.0,HI,513.0,2,248.0,10302,1.0,3.0,2007
4334,185.0,185.0,,601.0,IA,357.0,2,410.0,2400,2.0,63.0,2007
4335,52.0,140.0,,345.0,ID,201.0,2,109.0,2097,0.0,29.0,2007
4336,3606.0,5878.0,,13912.0,IL,8151.0,2,6436.0,38067,8.0,3497.0,2007
4337,364.0,470.0,,1175.0,IN,675.0,2,1053.0,4598,1.0,128.0,2007
4338,76.0,92.0,,227.0,KS,107.0,2,138.0,1135,0.0,10.0,2007
4339,720.0,1899.0,,3057.0,KY,752.0,2,2735.0,10798,22.0,485.0,2007
4340,130.0,429.0,,1038.0,LA,621.0,2,623.0,5360,6.0,70.0,2007
4341,838.0,1146.0,,2569.0,MA,1230.0,2,2247.0,10582,8.0,429.0,2007
4342,445.0,856.0,,1661.0,MD,1037.0,2,1195.0,8017,4.0,197.0,2007
4343,80.0,83.0,,234.0,ME,60.0,2,176.0,885,4.0,26.0,2007
4344,1012.0,3605.0,,5117.0,MI,2274.0,2,5219.0,17152,10.0,434.0,2007
4345,580.0,2468.0,,3471.0,MN,1432.0,2,3103.0,12583,5.0,307.0,2007
4346,381.0,849.0,,2125.0,MO,1311.0,2,1428.0,10089,10.0,158.0,2007
4347,46.0,116.0,,300.0,MS,177.0,2,179.0,1693,5.0,23.0,2007
4348,62.0,160.0,,371.0,MT,197.0,2,117.0,1591,5.0,41.0,2007
4349,696.0,2577.0,,4385.0,NC,2387.0,2,3134.0,15966,3.0,159.0,2007
4350,43.0,87.0,,198.0,ND,108.0,2,125.0,885,0.0,16.0,2007
4351,104.0,213.0,,575.0,NE,295.0,2,358.0,2427,1.0,50.0,2007
4352,90.0,131.0,,322.0,NH,149.0,2,217.0,1578,1.0,31.0,2007
4353,677.0,1965.0,,3736.0,NJ,2122.0,2,2784.0,12004,50.0,529.0,2007
4354,47.0,232.0,,541.0,NM,341.0,2,210.0,2794,0.0,37.0,2007
4355,252.0,2182.0,,4077.0,NV,2716.0,2,2307.0,15915,223.0,69.0,2007
4356,2470.0,3501.0,,7447.0,NY,3903.0,2,6606.0,27335,38.0,1099.0,2007
4357,759.0,1153.0,,2754.0,OH,1413.0,2,2657.0,11453,1.0,448.0,2007
4358,140.0,292.0,,744.0,OK,422.0,2,363.0,3902,1.0,48.0,2007
4359,102.0,405.0,,976.0,OR,487.0,2,379.0,5414,8.0,20.0,2007
4360,901.0,1964.0,,3708.0,PA,2023.0,2,3310.0,13354,22.0,582.0,2007
4361,68.0,238.0,,399.0,PR,274.0,2,395.0,2149,2.0,2.0,2007
4362,107.0,169.0,,457.0,RI,219.0,2,351.0,1963,1.0,49.0,2007
4363,227.0,320.0,,780.0,SC,338.0,2,514.0,3418,4.0,45.0,2007
4364,61.0,100.0,,228.0,SD,94.0,2,82.0,876,3.0,32.0,2007
4365,426.0,1501.0,,2691.0,TN,1294.0,2,1928.0,12469,3.0,159.0,2007
4366,1856.0,6588.0,,12417.0,TX,6852.0,2,6497.0,61233,80.0,1449.0,2007
4367,155.0,1714.0,,2329.0,UT,885.0,2,635.0,11278,7.0,180.0,2007
4368,1634.0,2347.0,,4519.0,VA,2306.0,2,3782.0,18732,22.0,664.0,2007
4369,11.0,35.0,,69.0,VI,50.0,2,70.0,332,0.0,1.0,2007
4370,45.0,44.0,,144.0,VT,70.0,2,124.0,512,3.0,6.0,2007
4371,174.0,1001.0,,1965.0,WA,972.0,2,1059.0,9037,7.0,49.0,2007
4372,332.0,339.0,,1057.0,WI,597.0,2,776.0,4243,2.0,108.0,2007
4373,21.0,48.0,,68.0,WV,13.0,2,56.0,322,0.0,12.0,2007
4374,37.0,68.0,,161.0,WY,98.0,2,37.0,645,1.0,12.0,2007
4375,135.0,344.0,,890.0,AK,556.0,3,406.0,3107,20.0,52.0,2007
4376,93.0,254.0,,635.0,AL,304.0,3,356.0,3606,2.0,64.0,2007
4377,105.0,168.0,,545.0,AR,319.0,3,323.0,2940,1.0,40.0,2007
4378,254.0,3333.0,,4577.0,AZ,2238.0,3,2973.0,21278,74.0,166.0,2007
4379,1036.0,6546.0,,11129.0,CA,6265.0,3,7602.0,73811,116.0,252.0,2007
4380,454.0,2496.0,,4810.0,CO,2722.0,3,2441.0,24998,27.0,217.0,2007
4381,94.0,242.0,,531.0,CT,281.0,3,417.0,2775,5.0,47.0,2007
4382,2.0,6.0,,11.0,DE,1.0,3,9.0,58,0.0,0.0,2007
4383,724.0,5342.0,,10015.0,FL,5656.0,3,7137.0,45282,56.0,246.0,2007
4384,672.0,4741.0,,8373.0,GA,2583.0,3,4565.0,35869,8.0,367.0,2007
4385,32.0,484.0,,683.0,HI,450.0,3,398.0,11567,2.0,2.0,2007
4386,163.0,129.0,,481.0,IA,268.0,3,323.0,2614,2.0,44.0,2007
4387,18.0,112.0,,252.0,ID,143.0,3,90.0,2350,4.0,8.0,2007
4388,2133.0,5942.0,,12849.0,IL,7942.0,3,6461.0,42508,22.0,1057.0,2007
4389,165.0,390.0,,1006.0,IN,548.0,3,768.0,5284,0.0,52.0,2007
4390,44.0,66.0,,199.0,KS,91.0,3,141.0,1239,0.0,15.0,2007
4391,290.0,1435.0,,2556.0,KY,652.0,3,1715.0,12463,11.0,227.0,2007
4392,115.0,443.0,,1010.0,LA,554.0,3,699.0,5986,0.0,98.0,2007
4393,581.0,1559.0,,3058.0,MA,1580.0,3,2321.0,12030,4.0,254.0,2007
4394,242.0,1023.0,,1913.0,MD,1045.0,3,833.0,9077,14.0,59.0,2007
4395,58.0,92.0,,247.0,ME,88.0,3,183.0,995,4.0,18.0,2007
4396,656.0,3270.0,,4415.0,MI,1793.0,3,3991.0,19163,9.0,253.0,2007
4397,621.0,2445.0,,3211.0,MN,1280.0,3,2913.0,14225,9.0,176.0,2007
4398,200.0,804.0,,2123.0,MO,1286.0,3,1101.0,11175,7.0,81.0,2007
4399,45.0,84.0,,296.0,MS,178.0,3,171.0,1876,8.0,25.0,2007
4400,26.0,100.0,,198.0,MT,120.0,3,85.0,1885,10.0,9.0,2007
4401,429.0,3802.0,,5939.0,NC,3022.0,3,3388.0,18025,2.0,91.0,2007
4402,52.0,65.0,,134.0,ND,85.0,3,93.0,967,2.0,10.0,2007
4403,129.0,172.0,,518.0,NE,266.0,3,295.0,2677,1.0,44.0,2007
4404,72.0,122.0,,322.0,NH,173.0,3,212.0,1854,2.0,13.0,2007
4405,924.0,2033.0,,4381.0,NJ,2430.0,3,2834.0,13780,23.0,521.0,2007
4406,26.0,231.0,,467.0,NM,325.0,3,268.0,3133,2.0,8.0,2007
4407,191.0,2338.0,,3707.0,NV,2394.0,3,2641.0,18245,49.0,32.0,2007
4408,1711.0,3788.0,,8543.0,NY,4527.0,3,6457.0,30721,35.0,904.0,2007
4409,327.0,1072.0,,2772.0,OH,1383.0,3,1986.0,13077,9.0,149.0,2007
4410,88.0,276.0,,715.0,OK,403.0,3,381.0,4294,3.0,45.0,2007
4411,53.0,371.0,,785.0,OR,418.0,3,301.0,6133,3.0,6.0,2007
